f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,label
0.547388572244506,0.8732172569049105,-0.0190592700776285,0.6393288004465776,0.8243480454975216,-0.0684086226122475,0.7197699675378456,0.7427282263285596,-0.113965742931787,0.7796833170414517,0.674031214588002,-0.1494082505242494,0.8221507678325489,0.6103959071336422,-0.1809905387752121,0.6597648140954699,0.6068355778220844,-0.1149571133059446,0.6810644617860179,0.4830920380603123,-0.1657929100346563,0.6787093068357021,0.3993157462879179,-0.2118012998774363,0.7052701378544843,0.3164362190028701,-0.2444950413020812,0.5977860554507528,0.5981313608758663,-0.1114605543194886,0.5741730634497993,0.4576963968553699,-0.1695171449600929,0.5822837242310773,0.3657945659322652,-0.2104739016586571,0.5903592089651631,0.2499893981614529,-0.251624711481656,0.5245386887326918,0.6087557374518975,-0.1137462928077648,0.5275402969905625,0.4834344920193413,-0.1838708492286033,0.5171056892252293,0.3832389408098132,-0.2029744959513409,0.5242503785463578,0.2980497202880705,-0.2275065589486402,0.4785284205583066,0.678730316584363,-0.1312004660443536,0.4542774523477158,0.5621116114571166,-0.1845291679560426,0.4479056671925003,0.4931306838559096,-0.2016676731429957,0.4340420416107721,0.415888625104983,-0.2301137629097973,HELLO
0.4237938676593726,0.8232405365956496,0.0170652152667214,0.4716342605346431,0.6820223551245229,-0.0166404659963332,0.4044714494925029,0.5373045215854684,0.0084149846312282,0.3656982913218137,0.432275890714041,-0.0040778933217753,0.3583740850968829,0.3607893020379248,-0.0107438415356042,0.2767050364553017,0.4687743240935311,0.0292674265859135,0.1870565677162139,0.4070506989551737,0.0100195727082747,0.1443914582993366,0.3337285182288338,-0.0122882687441413,0.1066775206940754,0.3008931283464698,-0.0295334278934858,0.2274979812591821,0.5226544935184845,0.0015018828400198,0.1299752053366157,0.4209113596786945,-0.0049302899361201,0.0830913564816545,0.3586957655462843,-0.0262202942382662,0.0324314329935715,0.2638051417181261,-0.0401237454440504,0.2067571545240835,0.5550533661191454,0.0002142775057974,0.0923015704348631,0.4793133114071973,-0.0331340212572476,0.0431733598312479,0.393521637421476,-0.0482831822133859,-0.0043145234550816,0.3254574560562469,-0.061946881531967,0.1947265414110323,0.6324693932955098,-0.0221909805303557,0.1019952244812515,0.5493173307536394,-0.0553483541000996,0.0579173493466441,0.5017041739701635,-0.047894100401921,0.0173112962855355,0.4457731066924423,-0.0572669736455625,HELLO
0.5392261263561677,0.8473996206727966,-0.0101264913330758,0.5909140632601168,0.7970758143532759,-0.0174771699054213,0.6624264736595333,0.7142907952318029,-0.027333169906229,0.6810840903674307,0.6260044304202421,-0.0461913523349279,0.713890429567502,0.571676569933414,-0.0326713948109247,0.5957786465923712,0.598792536744401,0.0252911710568371,0.6115801458415142,0.5285230714340745,0.0062747478072042,0.6106774692518202,0.5340823519636598,-0.0053262756424141,0.6064467258354245,0.5431904058200396,-0.0211880609420315,0.5505861318215168,0.6115644581262739,0.0293434009134883,0.5605786841290876,0.5322057172579897,-0.003353395940601,0.5518625486655636,0.5267240977148331,-0.0187747740773254,0.5518452994123826,0.5333539956603475,-0.0317795747711578,0.5140711489900394,0.6230470715050155,0.0305788939442267,0.5155137457460487,0.543759175870975,-0.0026196101616784,0.5192410292038433,0.524614461303761,-0.0169504458871851,0.5101568248976045,0.508326921366997,-0.0131976637366534,0.4863712330119394,0.6186610147193412,0.0205715307785272,0.485777026541295,0.570157265270168,-0.0033031272097307,0.4985704515660518,0.5445125827687088,-0.0186109859934821,0.5161391071525419,0.5327454190180614,-0.0177308592952885,HELLO
0.5898528099060059,0.8282352089881897,4.68459433022872e-07,0.6680328249931335,0.8320651650428772,-0.0400127135217189,0.75813889503479,0.8024361729621887,-0.0485076047480106,0.8304717540740967,0.76318359375,-0.0533318556845188,0.8852219581604004,0.7259724140167236,-0.0559360012412071,0.7762177586555481,0.6728644967079163,0.0039551062509417,0.8281415700912476,0.5999699831008911,-0.001312822336331,0.8513132333755493,0.5507212281227112,-0.0142814256250858,0.8715158104896545,0.5049600601196289,-0.0254079177975654,0.7423220276832581,0.6331577897071838,0.0135980630293488,0.7857073545455933,0.5507662296295166,0.0136361131444573,0.8057898879051208,0.4970490336418152,0.0003396025858819,0.8214126825332642,0.4514778852462768,-0.0117302434518933,0.7005971074104309,0.6097529530525208,0.0165792927145957,0.7364644408226013,0.5359094142913818,0.0146600240841507,0.7535421848297119,0.4969391226768493,0.0071606682613492,0.7685076594352722,0.4617125988006592,-0.0004306538321543,0.6523017287254333,0.597465455532074,0.0142623176798224,0.6780786514282227,0.5403971672058105,0.0119376638904213,0.6902373433113098,0.5076420903205872,0.011673878878355,0.7021080255508423,0.4762208461761474,0.0108497580513358,HELLO
0.3305974270218896,0.8194074552069646,-0.0039193193781184,0.3878861411282928,0.7344020749350306,-0.0193686678171556,0.3877272267349933,0.6617541126276076,-0.0365492263143332,0.4027021678891403,0.58518994833084,-0.0239032991535764,0.4142475218812952,0.5197237834432034,-0.0269275677603412,0.3283045433472223,0.5897328356744395,0.0097489090595529,0.3403753570654519,0.5091806317622649,0.0029322630263112,0.3309302900561957,0.4725052720094378,-0.0149571026129387,0.3209380463049218,0.420123951644851,-0.0473495168158594,0.3098874188721825,0.5913116283505373,0.0168088693755797,0.2714146872622344,0.5108953094677159,-0.0154075085540977,0.275347409749462,0.44502127918175,-0.0188714072854185,0.2663478975938442,0.4161189569605706,-0.030708409237925,0.2760714603722998,0.6238198845523675,-0.0006401341072135,0.2448283616705659,0.5408002233559674,-0.0193481572177876,0.2332307600966903,0.4774315552014712,-0.0366928366273843,0.1950775209744298,0.4421439196775087,-0.0494407502957546,0.246509840012807,0.6638835023437896,-0.0228326247737736,0.2242288833924071,0.5834137310130355,-0.0240922235944319,0.1946679385373829,0.5409253445911749,-0.0351495055693136,0.2036431925344339,0.5151223540050589,-0.0396724650441975,HELLO
0.5210599215707797,0.857110354056774,-0.0087277271068394,0.6034947600857998,0.795200488298503,-0.034654908764152,0.6610548691194811,0.7118336031891145,-0.0339220213791578,0.7098826934438406,0.6365863101264692,-0.0351149590377682,0.7129368762223834,0.5761761143918238,-0.0317088799383473,0.5972841837512293,0.6026971994377797,0.0114836705552819,0.6000384770542977,0.5358521104581125,0.0021490796489485,0.5998331523118634,0.5409344135536672,-0.0049274322192774,0.6053110928449291,0.5179929603787826,-0.0240575329626101,0.5558735004949427,0.6067812374657661,0.0251562023051716,0.5592027815826018,0.524065984718811,-0.0167661910991688,0.5592259816662817,0.52693321757447,-0.017421760570607,0.5480056411782884,0.5324951116040283,-0.0215672658836135,0.503427806909558,0.6107070674237396,0.0127938415818071,0.5202865917198761,0.54392328865376,0.0046569041848077,0.5209308769216894,0.5158044513665411,-0.0104794972595646,0.5272273849882014,0.5346592343233413,0.0013375390154064,0.4813445551457706,0.6177175466506567,0.0125385341347372,0.4892198634975143,0.5757790923113875,-0.0059398093501537,0.5071208683092131,0.5501424850143034,-0.0070447507575725,0.5189281025650756,0.527840460906992,0.00121895176001,HELLO
0.4226823547146346,0.8284838584748853,-0.0056947344889256,0.4501409534433757,0.6953717008373445,0.0036986534074172,0.4173937451539474,0.5360596043140838,-0.0199759201048238,0.3872152193843879,0.4458627412549418,-0.0177785778220654,0.3564498843885559,0.3861904714684634,-0.0050026125350163,0.2914287716538956,0.4900089873636167,0.0248725185880709,0.1972282840867628,0.4021556618516192,0.0179226032481476,0.1566515628134395,0.3548734696165113,-0.007968127063355,0.1133676846353479,0.3114547252036955,-0.0262915640468381,0.218619874532823,0.529267851998313,0.0132742945153856,0.127939461431234,0.4189018181371191,-0.0069258599627436,0.0623150501709155,0.344558070310457,-0.0349632189446125,0.0321316033723353,0.2863143505226891,-0.0284545326847112,0.2002309567361299,0.5668542683838799,-0.0130317875560148,0.1042014152290265,0.457119461176986,-0.0212399039447877,0.0525629183461036,0.3925884167203732,-0.0446462139820167,0.0003527982773001,0.3305876736365621,-0.0559097565049951,0.1966815301997249,0.6268986421071332,-0.0445212805124518,0.1018230717289513,0.5663997664144477,-0.0593047027618148,0.06612215969323,0.4959431298516966,-0.056220653768771,0.0106753322887404,0.431694626662813,-0.0715827523111444,HELLO
0.6450557108163129,0.6653524717272353,0.0081425602877647,0.7542859597989536,0.6563208187270481,-0.0307082108143039,0.8349487541875337,0.5907631456961189,-0.0550261169713695,0.895235418843412,0.5103008584107559,-0.0634557653693353,0.9409718803366416,0.4602898805679531,-0.0746656308692107,0.8004969305943973,0.4412424294680096,-0.0170438568623309,0.8530861946567473,0.3372062878410003,-0.0325400895865661,0.8704128809114399,0.269764361270042,-0.0707422829438692,0.8761407532116926,0.2025900562752028,-0.0592765897886344,0.7483228853630474,0.4101468964825729,-0.0021816032557346,0.7952723050002912,0.3065961520916209,-0.0175539974897703,0.8297122229320907,0.2432113984963789,-0.0470727815494553,0.8356740262280828,0.1727856133632735,-0.0693266297261298,0.702286315237351,0.3862251582505817,0.0015210891242525,0.7357352580246921,0.2878342978997024,-0.0428524772644673,0.7596794097242313,0.2156501491117003,-0.0559991182517832,0.7664143699162288,0.1521010066042241,-0.0679118004178018,0.6585032098455532,0.4199990416350798,-0.0155506833486228,0.6811000481984777,0.3202728837531678,-0.0440289367735187,0.6657969008358131,0.2569808973971486,-0.0686529597762561,0.6873466352493327,0.2161866232646004,-0.0526037884092609,HELLO
0.6618273258209229,0.8949985504150391,5.339203994481068e-07,0.7534749507904053,0.875465989112854,-0.0332471914589405,0.8467539548873901,0.8208565711975098,-0.044055700302124,0.9178885817527772,0.7648587226867676,-0.0537821426987648,0.9655150771141052,0.7125260829925537,-0.0629941374063491,0.8321183919906616,0.6542297601699829,-0.0008701765327714,0.8755576610565186,0.5527652502059937,-0.0210021380335092,0.8989337086677551,0.4871041178703308,-0.0424886085093021,0.9182251691818236,0.4348673820495605,-0.0573034025728702,0.7890143394470215,0.6257250308990479,-0.0018072670791298,0.82558274269104,0.5084179639816284,-0.0204613786190748,0.8485267162322998,0.432894617319107,-0.0449391603469848,0.867950439453125,0.3736215531826019,-0.061792105436325,0.740110456943512,0.6137753129005432,-0.0091058537364006,0.7677770853042603,0.4962028264999389,-0.0299233235418796,0.7897186279296875,0.4241529107093811,-0.0486122854053974,0.8102760314941406,0.3696146011352539,-0.060025904327631,0.6843205690383911,0.6146966814994812,-0.0203012414276599,0.7041240334510803,0.5201922655105591,-0.0388319678604602,0.7190471291542053,0.4568938016891479,-0.047983419150114,0.7373887300491333,0.4020183086395263,-0.0526207685470581,HELLO
0.5219987833796091,0.6891511068616198,0.0009041492730814,0.6337543392885255,0.6481210542388325,0.0193204391839066,0.6947418580087563,0.6060406675042433,0.044704049909229,0.7219031337311864,0.5768613033410135,0.0937043722497118,0.7508911650080834,0.5322789775033308,0.1193576545223847,0.6297136470763526,0.5720661208100701,0.1574846026525702,0.6454877711704111,0.5036248478018285,0.2096237347547595,0.6653448575260104,0.4613789037626352,0.2339610552119048,0.6447047184045507,0.4568137590092602,0.2665262067400026,0.5766501553261183,0.5192286022771373,0.1640180938169081,0.5962078707215356,0.4608001809134228,0.2240444783607847,0.599566862892486,0.4113523698909726,0.2554865224671779,0.6109648865547019,0.4026537300574401,0.2592388996475191,0.5303400790825707,0.5254362961318582,0.1565030669499977,0.5317931378580996,0.4816731481463212,0.2117645068558783,0.5321295671057621,0.4469121227396738,0.2365054990024641,0.5583265174781902,0.4104151435478894,0.237697221291519,0.4882354033921602,0.5115129427814825,0.1336352538093033,0.4933499842226815,0.4932529118160038,0.1857381269329216,0.4770548371758402,0.4646334174903044,0.2170220065041924,0.4937163186594676,0.4491991402852305,0.2306885500447239,HELLO
